T26,Population employed in research and development (R&D),,,,,
780,Trinidad and Tobago,2010,R & D personnel: Total (number in full-time equivalent),1351,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,R & D personnel: Researchers - total (number in full-time equivalent),951,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,R & D personnel: Researchers - women (number in full-time equivalent),462,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,R & D personnel: Technicians - total (number in full-time equivalent),400,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,R & D personnel: Technicians - women (number in full-time equivalent),152,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Total (number in full-time equivalent),2532,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Researchers - total (number in full-time equivalent),1277,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Researchers - women (number in full-time equivalent),685,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Technicians - total (number in full-time equivalent),673,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Technicians - women (number in full-time equivalent),229,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),582,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),276,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Total (number in full-time equivalent),3222,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Researchers - total (number in full-time equivalent),788,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Researchers - women (number in full-time equivalent),434,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Technicians - total (number in full-time equivalent),566,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Technicians - women (number in full-time equivalent),234,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Other supporting staff - total (number in full-time equivalent),969,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
780,Trinidad and Tobago,2018,R & D personnel: Other supporting staff - women (number in full-time equivalent),499,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Total (number in full-time equivalent),15589,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Researchers - total (number in full-time equivalent),14727,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Researchers - women (number in full-time equivalent),7654,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Technicians - total (number in full-time equivalent),499,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Technicians - women (number in full-time equivalent),197,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),363,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),228,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Total (number in full-time equivalent),21294,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Researchers - total (number in full-time equivalent),20113,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Researchers - women (number in full-time equivalent),11844,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Technicians - total (number in full-time equivalent),710,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Technicians - women (number in full-time equivalent),289,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),471,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),283,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Total (number in full-time equivalent),21663,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Researchers - total (number in full-time equivalent),20489,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Researchers - women (number in full-time equivalent),12120,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Technicians - total (number in full-time equivalent),714,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Technicians - women (number in full-time equivalent),297,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Other supporting staff - total (number in full-time equivalent),460,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
788,Tunisia,2018,R & D personnel: Other supporting staff - women (number in full-time equivalent),173,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Total (number in full-time equivalent),49251,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Researchers - total (number in full-time equivalent),39139,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Researchers - women (number in full-time equivalent),13381,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Technicians - total (number in full-time equivalent),4753,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Technicians - women (number in full-time equivalent),988,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),5360,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2005,R & D personnel: Other supporting staff - women (number in full-time equivalent),978,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Total (number in full-time equivalent),81792,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Researchers - total (number in full-time equivalent),64341,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Researchers - women (number in full-time equivalent),21056,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Technicians - total (number in full-time equivalent),10352,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Technicians - women (number in full-time equivalent),1741,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),7099,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),1551,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Total (number in full-time equivalent),122288,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Researchers - total (number in full-time equivalent),95161,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Researchers - women (number in full-time equivalent),31385,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Technicians - total (number in full-time equivalent),17318,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Technicians - women (number in full-time equivalent),3378,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),9810,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),2748,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Total (number in full-time equivalent),153552,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Researchers - total (number in full-time equivalent),111893,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Researchers - women (number in full-time equivalent),36677,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Technicians - total (number in full-time equivalent),28694,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Technicians - women (number in full-time equivalent),8078,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Other supporting staff - total (number in full-time equivalent),12965,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
792,Türkiye,2017,R & D personnel: Other supporting staff - women (number in full-time equivalent),4480,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2005,R & D personnel: Total (number in full-time equivalent),1686,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2005,R & D personnel: Researchers - total (number in full-time equivalent),776,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2005,R & D personnel: Researchers - women (number in full-time equivalent),291,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2005,R & D personnel: Technicians - total (number in full-time equivalent),472,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),438,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Total (number in full-time equivalent),4270,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Researchers - total (number in full-time equivalent),1263,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Researchers - women (number in full-time equivalent),332,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Technicians - total (number in full-time equivalent),922,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Technicians - women (number in full-time equivalent),254,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),525,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),155,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Total (number in full-time equivalent),2881,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Researchers - total (number in full-time equivalent),1028,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Researchers - women (number in full-time equivalent),289,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Technicians - total (number in full-time equivalent),599,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Technicians - women (number in full-time equivalent),205,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Other supporting staff - total (number in full-time equivalent),340,Break in the time series.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
800,Uganda,2014,R & D personnel: Other supporting staff - women (number in full-time equivalent),135,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2007,R & D personnel: Total (number in full-time equivalent),132926,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2007,R & D personnel: Researchers - total (number in full-time equivalent),67493,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2007,R & D personnel: Researchers - women (number in full-time equivalent),29620,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2007,R & D personnel: Technicians - total (number in full-time equivalent),15045,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2007,R & D personnel: Other supporting staff - total (number in full-time equivalent),25160,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2010,R & D personnel: Total (number in full-time equivalent),116321,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2010,R & D personnel: Researchers - total (number in full-time equivalent),60812,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2010,R & D personnel: Technicians - total (number in full-time equivalent),13053,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),21593,Underestimated or based on underestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2015,R & D personnel: Total (number in full-time equivalent),81854,"Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2015,R & D personnel: Researchers - total (number in full-time equivalent),43016,"Excluding data from some regions, provinces or states.;Underestimated or based on underestimated data.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2015,R & D personnel: Technicians - total (number in full-time equivalent),7983,"Excluding data from some regions, provinces or states.;Underestimated or based on underestimated data.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),15754,"Excluding data from some regions, provinces or states.;Underestimated or based on underestimated data.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Total (number in full-time equivalent),65594,"Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Researchers - total (number in full-time equivalent),41713,"Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Researchers - women (number in full-time equivalent),18188,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Technicians - total (number in full-time equivalent),6338,"Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Technicians - women (number in full-time equivalent),3701,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Other supporting staff - total (number in full-time equivalent),17543,"Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
804,Ukraine,2018,R & D personnel: Other supporting staff - women (number in full-time equivalent),8132,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2011,R & D personnel: Total (number in full-time equivalent),11400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2015,R & D personnel: Researchers - total (number in full-time equivalent),18345,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Total (number in full-time equivalent),40064,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Researchers - total (number in full-time equivalent),22911,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Researchers - women (number in full-time equivalent),5434,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Technicians - total (number in full-time equivalent),8567,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Technicians - women (number in full-time equivalent),2471,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Other supporting staff - total (number in full-time equivalent),8586,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
784,United Arab Emirates,2018,R & D personnel: Other supporting staff - women (number in full-time equivalent),3395,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2005,R & D personnel: Total (number in full-time equivalent),324917,Estimate.;Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2005,R & D personnel: Researchers - total (number in full-time equivalent),248599,Estimate.;Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2005,R & D personnel: Technicians - total (number in full-time equivalent),41494,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),34824,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
826,United Kingdom,2010,R & D personnel: Total (number in full-time equivalent),350766,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
